rec_id_jahr_wk,UUID,jahr,Nr,Gebiet,gehört zu,Kategorie,Name_Kategorie,Erst-Stimmen,Zweit-Stimmen
,2017-07164,2017,145,Hamm – Unna II,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,110
,2017-07165,2017,145,Hamm – Unna II,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-07166,2017,145,Hamm – Unna II,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,17
,2017-07167,2017,145,Hamm – Unna II,BL-05,Organisation,DIE RECHTE,0,0
,2017-07168,2017,145,Hamm – Unna II,BL-05,Organisation,Allianz Deutscher Demokraten,0,1384
,2017-07169,2017,145,Hamm – Unna II,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-07170,2017,145,Hamm – Unna II,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-07171,2017,145,Hamm – Unna II,BL-05,Organisation,Bündnis Grundeinkommen,0,134
,2017-07172,2017,145,Hamm – Unna II,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,141
,2017-07173,2017,145,Hamm – Unna II,BL-05,Organisation,Deutsche Kommunistische Partei,0,38
,2017-07174,2017,145,Hamm – Unna II,BL-05,Organisation,Deutsche Mitte,0,144
,2017-07175,2017,145,Hamm – Unna II,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-07176,2017,145,Hamm – Unna II,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-07177,2017,145,Hamm – Unna II,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-07178,2017,145,Hamm – Unna II,BL-05,Organisation,Menschliche Welt,0,0
,2017-07179,2017,145,Hamm – Unna II,BL-05,Organisation,Partei der Humanisten,0,72
,2017-07180,2017,145,Hamm – Unna II,BL-05,Organisation,Partei für Gesundheitsforschung,0,194
,2017-07181,2017,145,Hamm – Unna II,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,153
,2017-07182,2017,145,Hamm – Unna II,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-07183,2017,145,Hamm – Unna II,BL-05,Organisation,DIE EINHEIT,0,0
,2017-07184,2017,145,Hamm – Unna II,BL-05,Organisation,Die Violetten,0,0
,2017-07185,2017,145,Hamm – Unna II,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-07186,2017,145,Hamm – Unna II,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-07187,2017,145,Hamm – Unna II,BL-05,Organisation,Mieterpartei,0,0
,2017-07188,2017,145,Hamm – Unna II,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-07189,2017,145,Hamm – Unna II,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-07190,2017,145,Hamm – Unna II,BL-05,Organisation,Übrige,0,0
2017-146,2017-07191,2017,146,Soest,BL-05,Statistik,Wahlberechtigte,232301,232301
,2017-07192,2017,146,Soest,BL-05,Statistik,Wähler,174364,174364
,2017-07193,2017,146,Soest,BL-05,Statistik,Ungültige,1872,1290
,2017-07194,2017,146,Soest,BL-05,Statistik,Gültige,172492,173074
,2017-07195,2017,146,Soest,BL-05,Organisation,Christlich Demokratische Union Deutschlands,73595,62764
,2017-07196,2017,146,Soest,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,50458,43184
,2017-07197,2017,146,Soest,BL-05,Organisation,DIE LINKE,9756,11702
,2017-07198,2017,146,Soest,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,9459,10723
,2017-07199,2017,146,Soest,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-07200,2017,146,Soest,BL-05,Organisation,Freie Demokratische Partei,13681,23296
,2017-07201,2017,146,Soest,BL-05,Organisation,Alternative für Deutschland,15311,16165
,2017-07202,2017,146,Soest,BL-05,Organisation,Piratenpartei Deutschland,0,634
,2017-07203,2017,146,Soest,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,310
,2017-07204,2017,146,Soest,BL-05,Organisation,FREIE WÄHLER,0,387
,2017-07205,2017,146,Soest,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1207
,2017-07206,2017,146,Soest,BL-05,Organisation,Ökologisch-Demokratische Partei,0,204
,2017-07207,2017,146,Soest,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1183
,2017-07208,2017,146,Soest,BL-05,Organisation,Bayernpartei,0,0
,2017-07209,2017,146,Soest,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,159
,2017-07210,2017,146,Soest,BL-05,Organisation,Partei der Vernunft,0,0
,2017-07211,2017,146,Soest,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,40
,2017-07212,2017,146,Soest,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-07213,2017,146,Soest,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,11
,2017-07214,2017,146,Soest,BL-05,Organisation,DIE RECHTE,0,0
,2017-07215,2017,146,Soest,BL-05,Organisation,Allianz Deutscher Demokraten,0,184
,2017-07216,2017,146,Soest,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-07217,2017,146,Soest,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-07218,2017,146,Soest,BL-05,Organisation,Bündnis Grundeinkommen,0,168
,2017-07219,2017,146,Soest,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,183
,2017-07220,2017,146,Soest,BL-05,Organisation,Deutsche Kommunistische Partei,0,28
,2017-07221,2017,146,Soest,BL-05,Organisation,Deutsche Mitte,0,168
,2017-07222,2017,146,Soest,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-07223,2017,146,Soest,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-07224,2017,146,Soest,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-07225,2017,146,Soest,BL-05,Organisation,Menschliche Welt,0,0
,2017-07226,2017,146,Soest,BL-05,Organisation,Partei der Humanisten,0,78
,2017-07227,2017,146,Soest,BL-05,Organisation,Partei für Gesundheitsforschung,0,176
,2017-07228,2017,146,Soest,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,175
,2017-07229,2017,146,Soest,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-07230,2017,146,Soest,BL-05,Organisation,DIE EINHEIT,0,0
,2017-07231,2017,146,Soest,BL-05,Organisation,Die Violetten,0,0
,2017-07232,2017,146,Soest,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-07233,2017,146,Soest,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-07234,2017,146,Soest,BL-05,Organisation,Mieterpartei,0,0
,2017-07235,2017,146,Soest,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-07236,2017,146,Soest,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-07237,2017,146,Soest,BL-05,Organisation,Übrige,232,0
2017-147,2017-07238,2017,147,Hochsauerlandkreis,BL-05,Statistik,Wahlberechtigte,202768,202768
,2017-07239,2017,147,Hochsauerlandkreis,BL-05,Statistik,Wähler,154014,154014
,2017-07240,2017,147,Hochsauerlandkreis,BL-05,Statistik,Ungültige,1399,1200
,2017-07241,2017,147,Hochsauerlandkreis,BL-05,Statistik,Gültige,152615,152814
,2017-07242,2017,147,Hochsauerlandkreis,BL-05,Organisation,Christlich Demokratische Union Deutschlands,73185,63651
,2017-07243,2017,147,Hochsauerlandkreis,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,41047,34865
,2017-07244,2017,147,Hochsauerlandkreis,BL-05,Organisation,DIE LINKE,6452,8183
,2017-07245,2017,147,Hochsauerlandkreis,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,6476,7198
,2017-07246,2017,147,Hochsauerlandkreis,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-07247,2017,147,Hochsauerlandkreis,BL-05,Organisation,Freie Demokratische Partei,12893,21919
,2017-07248,2017,147,Hochsauerlandkreis,BL-05,Organisation,Alternative für Deutschland,11115,12216
,2017-07249,2017,147,Hochsauerlandkreis,BL-05,Organisation,Piratenpartei Deutschland,0,530
,2017-07250,2017,147,Hochsauerlandkreis,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,324
,2017-07251,2017,147,Hochsauerlandkreis,BL-05,Organisation,FREIE WÄHLER,1447,841
,2017-07252,2017,147,Hochsauerlandkreis,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,930
,2017-07253,2017,147,Hochsauerlandkreis,BL-05,Organisation,Ökologisch-Demokratische Partei,0,173
,2017-07254,2017,147,Hochsauerlandkreis,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,906
,2017-07255,2017,147,Hochsauerlandkreis,BL-05,Organisation,Bayernpartei,0,0
,2017-07256,2017,147,Hochsauerlandkreis,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,141
,2017-07257,2017,147,Hochsauerlandkreis,BL-05,Organisation,Partei der Vernunft,0,0
,2017-07258,2017,147,Hochsauerlandkreis,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,47
,2017-07259,2017,147,Hochsauerlandkreis,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-07260,2017,147,Hochsauerlandkreis,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,2
,2017-07261,2017,147,Hochsauerlandkreis,BL-05,Organisation,DIE RECHTE,0,0
,2017-07262,2017,147,Hochsauerlandkreis,BL-05,Organisation,Allianz Deutscher Demokraten,0,268
,2017-07263,2017,147,Hochsauerlandkreis,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-07264,2017,147,Hochsauerlandkreis,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-07265,2017,147,Hochsauerlandkreis,BL-05,Organisation,Bündnis Grundeinkommen,0,100
,2017-07266,2017,147,Hochsauerlandkreis,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,98
,2017-07267,2017,147,Hochsauerlandkreis,BL-05,Organisation,Deutsche Kommunistische Partei,0,13
,2017-07268,2017,147,Hochsauerlandkreis,BL-05,Organisation,Deutsche Mitte,0,119
,2017-07269,2017,147,Hochsauerlandkreis,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-07270,2017,147,Hochsauerlandkreis,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-07271,2017,147,Hochsauerlandkreis,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-07272,2017,147,Hochsauerlandkreis,BL-05,Organisation,Menschliche Welt,0,0
,2017-07273,2017,147,Hochsauerlandkreis,BL-05,Organisation,Partei der Humanisten,0,47
,2017-07274,2017,147,Hochsauerlandkreis,BL-05,Organisation,Partei für Gesundheitsforschung,0,156
,2017-07275,2017,147,Hochsauerlandkreis,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,121
,2017-07276,2017,147,Hochsauerlandkreis,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-07277,2017,147,Hochsauerlandkreis,BL-05,Organisation,DIE EINHEIT,0,0
,2017-07278,2017,147,Hochsauerlandkreis,BL-05,Organisation,Die Violetten,0,0
,2017-07279,2017,147,Hochsauerlandkreis,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-07280,2017,147,Hochsauerlandkreis,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-07281,2017,147,Hochsauerlandkreis,BL-05,Organisation,Mieterpartei,0,0
,2017-07282,2017,147,Hochsauerlandkreis,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-07283,2017,147,Hochsauerlandkreis,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-07284,2017,147,Hochsauerlandkreis,BL-05,Organisation,Übrige,0,0
2017-148,2017-07285,2017,148,Siegen-Wittgenstein,BL-05,Statistik,Wahlberechtigte,212912,212912
,2017-07286,2017,148,Siegen-Wittgenstein,BL-05,Statistik,Wähler,162306,162306
,2017-07287,2017,148,Siegen-Wittgenstein,BL-05,Statistik,Ungültige,1605,1347
,2017-07288,2017,148,Siegen-Wittgenstein,BL-05,Statistik,Gültige,160701,160959
,2017-07289,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Christlich Demokratische Union Deutschlands,64484,54648
,2017-07290,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,48560,42551
,2017-07291,2017,148,Siegen-Wittgenstein,BL-05,Organisation,DIE LINKE,9554,12624
,2017-07292,2017,148,Siegen-Wittgenstein,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,6885,8857
,2017-07293,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-07294,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Freie Demokratische Partei,11742,19125
,2017-07295,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Alternative für Deutschland,15728,17154
,2017-07296,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Piratenpartei Deutschland,0,566
,2017-07297,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,411
,2017-07298,2017,148,Siegen-Wittgenstein,BL-05,Organisation,FREIE WÄHLER,0,410
,2017-07299,2017,148,Siegen-Wittgenstein,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1116
,2017-07300,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Ökologisch-Demokratische Partei,1002,286
,2017-07301,2017,148,Siegen-Wittgenstein,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",2190,1442
,2017-07302,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Bayernpartei,0,0
,2017-07303,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,145
,2017-07304,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Partei der Vernunft,0,0
,2017-07305,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,41
,2017-07306,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-07307,2017,148,Siegen-Wittgenstein,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,7
,2017-07308,2017,148,Siegen-Wittgenstein,BL-05,Organisation,DIE RECHTE,0,0
,2017-07309,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Allianz Deutscher Demokraten,0,492
,2017-07310,2017,148,Siegen-Wittgenstein,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-07311,2017,148,Siegen-Wittgenstein,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-07312,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Bündnis Grundeinkommen,0,122
,2017-07313,2017,148,Siegen-Wittgenstein,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,131
,2017-07314,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Deutsche Kommunistische Partei,0,33
,2017-07315,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Deutsche Mitte,0,142
,2017-07316,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-07317,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-07318,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-07319,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Menschliche Welt,0,0
,2017-07320,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Partei der Humanisten,0,93
,2017-07321,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Partei für Gesundheitsforschung,0,130
,2017-07322,2017,148,Siegen-Wittgenstein,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,141
,2017-07323,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-07324,2017,148,Siegen-Wittgenstein,BL-05,Organisation,DIE EINHEIT,0,0
,2017-07325,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Die Violetten,0,0
,2017-07326,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-07327,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-07328,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Mieterpartei,0,0
,2017-07329,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-07330,2017,148,Siegen-Wittgenstein,BL-05,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-07331,2017,148,Siegen-Wittgenstein,BL-05,Organisation,Übrige,556,0
2017-149,2017-07332,2017,149,Olpe – Märkischer Kreis I,BL-05,Statistik,Wahlberechtigte,206716,206716
,2017-07333,2017,149,Olpe – Märkischer Kreis I,BL-05,Statistik,Wähler,152542,152542
,2017-07334,2017,149,Olpe – Märkischer Kreis I,BL-05,Statistik,Ungültige,1782,1253
,2017-07335,2017,149,Olpe – Märkischer Kreis I,BL-05,Statistik,Gültige,150760,151289
,2017-07336,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Christlich Demokratische Union Deutschlands,72158,61394
,2017-07337,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Sozialdemokratische Partei Deutschlands,39699,35269
,2017-07338,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,DIE LINKE,7197,8205
,2017-07339,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,BÜNDNIS 90/DIE GRÜNEN,5170,6866
,2017-07340,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-07341,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Freie Demokratische Partei,13230,20758
,2017-07342,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Alternative für Deutschland,13306,13847
,2017-07343,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Piratenpartei Deutschland,0,631
,2017-07344,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Nationaldemokratische Partei Deutschlands,0,417
,2017-07345,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,FREIE WÄHLER,0,371
,2017-07346,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,975
,2017-07347,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Ökologisch-Demokratische Partei,0,193
,2017-07348,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,828
,2017-07349,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Bayernpartei,0,0
,2017-07350,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,140
,2017-07351,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Partei der Vernunft,0,0
,2017-07352,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,40
,2017-07353,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-07354,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,13
,2017-07355,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,DIE RECHTE,0,0
,2017-07356,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Allianz Deutscher Demokraten,0,482
,2017-07357,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-07358,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,"bergpartei, die überpartei",0,0
,2017-07359,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Bündnis Grundeinkommen,0,101
,2017-07360,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,DEMOKRATIE IN BEWEGUNG,0,128
,2017-07361,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Deutsche Kommunistische Partei,0,27
,2017-07362,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Deutsche Mitte,0,139
,2017-07363,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-07364,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-07365,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Magdeburger Gartenpartei,0,0
,2017-07366,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Menschliche Welt,0,0
,2017-07367,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Partei der Humanisten,0,61
,2017-07368,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Partei für Gesundheitsforschung,0,151
,2017-07369,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,127
,2017-07370,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-07371,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,DIE EINHEIT,0,0
,2017-07372,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Die Violetten,0,0
,2017-07373,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Familien-Partei Deutschlands,0,0
,2017-07374,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-07375,2017,149,Olpe – Märkischer Kreis I,BL-05,Organisation,Mieterpartei,0,0
