UUID;Jahr;Wahlkreis-Nr;Gebiet;Bundesland;Kategorie;Parteiname;Erst-Stimmen
2017-09267;2017;188;Bergstraße;BL-06;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09263;2017;188;Bergstraße;BL-06;Organisation;Christlich Demokratische Union Deutschlands;59781
2017-09266;2017;188;Bergstraße;BL-06;Organisation;BÜNDNIS 90/DIE GRÜNEN;11747
2017-09269;2017;188;Bergstraße;BL-06;Organisation;Alternative für Deutschland;19153
2017-09358;2017;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;BL-16;Organisation;Sozialdemokratische Partei Deutschlands;22320
2017-09362;2017;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;BL-16;Organisation;Freie Demokratische Partei;7633
2017-09359;2017;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;BL-16;Organisation;DIE LINKE;23848
2017-09361;2017;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;BL-16;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09357;2017;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;BL-16;Organisation;Christlich Demokratische Union Deutschlands;59318
2017-09360;2017;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;BL-16;Organisation;BÜNDNIS 90/DIE GRÜNEN;3992
2017-09363;2017;189;Eichsfeld – Nordhausen – Kyffhäuserkreis;BL-16;Organisation;Alternative für Deutschland;33402
2017-09405;2017;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;BL-16;Organisation;Sozialdemokratische Partei Deutschlands;24478
2017-09409;2017;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;BL-16;Organisation;Freie Demokratische Partei;8075
2017-09406;2017;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;BL-16;Organisation;DIE LINKE;24899
2017-09408;2017;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;BL-16;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09404;2017;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;BL-16;Organisation;Christlich Demokratische Union Deutschlands;55378
2017-09407;2017;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;BL-16;Organisation;BÜNDNIS 90/DIE GRÜNEN;5066
2017-09410;2017;190;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;BL-16;Organisation;Alternative für Deutschland;34052
2017-09452;2017;191;Jena – Sömmerda – Weimarer Land I;BL-16;Organisation;Sozialdemokratische Partei Deutschlands;21668
2017-09456;2017;191;Jena – Sömmerda – Weimarer Land I;BL-16;Organisation;Freie Demokratische Partei;8939
2017-09453;2017;191;Jena – Sömmerda – Weimarer Land I;BL-16;Organisation;DIE LINKE;32680
2017-09455;2017;191;Jena – Sömmerda – Weimarer Land I;BL-16;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09451;2017;191;Jena – Sömmerda – Weimarer Land I;BL-16;Organisation;Christlich Demokratische Union Deutschlands;44684
2017-09454;2017;191;Jena – Sömmerda – Weimarer Land I;BL-16;Organisation;BÜNDNIS 90/DIE GRÜNEN;7544
2017-09457;2017;191;Jena – Sömmerda – Weimarer Land I;BL-16;Organisation;Alternative für Deutschland;29451
2017-09499;2017;192;Gotha – Ilm-Kreis;BL-16;Organisation;Sozialdemokratische Partei Deutschlands;27120
2017-09503;2017;192;Gotha – Ilm-Kreis;BL-16;Organisation;Freie Demokratische Partei;8775
2017-09500;2017;192;Gotha – Ilm-Kreis;BL-16;Organisation;DIE LINKE;22674
2017-09502;2017;192;Gotha – Ilm-Kreis;BL-16;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09498;2017;192;Gotha – Ilm-Kreis;BL-16;Organisation;Christlich Demokratische Union Deutschlands;42221
2017-09501;2017;192;Gotha – Ilm-Kreis;BL-16;Organisation;BÜNDNIS 90/DIE GRÜNEN;4809
2017-09504;2017;192;Gotha – Ilm-Kreis;BL-16;Organisation;Alternative für Deutschland;34798
2017-09546;2017;193;Erfurt – Weimar – Weimarer Land II;BL-16;Organisation;Sozialdemokratische Partei Deutschlands;30257
2017-09550;2017;193;Erfurt – Weimar – Weimarer Land II;BL-16;Organisation;Freie Demokratische Partei;9975
2017-09547;2017;193;Erfurt – Weimar – Weimarer Land II;BL-16;Organisation;DIE LINKE;30948
2017-09549;2017;193;Erfurt – Weimar – Weimarer Land II;BL-16;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09545;2017;193;Erfurt – Weimar – Weimarer Land II;BL-16;Organisation;Christlich Demokratische Union Deutschlands;45305
2017-09548;2017;193;Erfurt – Weimar – Weimarer Land II;BL-16;Organisation;BÜNDNIS 90/DIE GRÜNEN;11722
2017-09551;2017;193;Erfurt – Weimar – Weimarer Land II;BL-16;Organisation;Alternative für Deutschland;28960
2017-09593;2017;194;Gera – Greiz – Altenburger Land;BL-16;Organisation;Sozialdemokratische Partei Deutschlands;20627
2017-09597;2017;194;Gera – Greiz – Altenburger Land;BL-16;Organisation;Freie Demokratische Partei;9712
2017-09594;2017;194;Gera – Greiz – Altenburger Land;BL-16;Organisation;DIE LINKE;32573
2017-09596;2017;194;Gera – Greiz – Altenburger Land;BL-16;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09592;2017;194;Gera – Greiz – Altenburger Land;BL-16;Organisation;Christlich Demokratische Union Deutschlands;52980
2017-09595;2017;194;Gera – Greiz – Altenburger Land;BL-16;Organisation;BÜNDNIS 90/DIE GRÜNEN;3652
2017-09598;2017;194;Gera – Greiz – Altenburger Land;BL-16;Organisation;Alternative für Deutschland;47558
2017-09640;2017;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;BL-16;Organisation;Sozialdemokratische Partei Deutschlands;19753
2017-09644;2017;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;BL-16;Organisation;Freie Demokratische Partei;10323
2017-09641;2017;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;BL-16;Organisation;DIE LINKE;28926
2017-09643;2017;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;BL-16;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09639;2017;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;BL-16;Organisation;Christlich Demokratische Union Deutschlands;52311
2017-09642;2017;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;BL-16;Organisation;BÜNDNIS 90/DIE GRÜNEN;5726
2017-09645;2017;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;BL-16;Organisation;Alternative für Deutschland;44894
2017-09687;2017;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;BL-16;Organisation;Sozialdemokratische Partei Deutschlands;22579
2017-09691;2017;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;BL-16;Organisation;Freie Demokratische Partei;8147
2017-09688;2017;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;BL-16;Organisation;DIE LINKE;30646
2017-09690;2017;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;BL-16;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09686;2017;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;BL-16;Organisation;Christlich Demokratische Union Deutschlands;56316
2017-09689;2017;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;BL-16;Organisation;BÜNDNIS 90/DIE GRÜNEN;4408
2017-09692;2017;196;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;BL-16;Organisation;Alternative für Deutschland;38351
2017-09781;2017;197;Neuwied;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;50996
2017-09785;2017;197;Neuwied;BL-07;Organisation;Freie Demokratische Partei;10898
2017-09782;2017;197;Neuwied;BL-07;Organisation;DIE LINKE;9521
2017-09784;2017;197;Neuwied;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09780;2017;197;Neuwied;BL-07;Organisation;Christlich Demokratische Union Deutschlands;76933
2017-09783;2017;197;Neuwied;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;9449
2017-09786;2017;197;Neuwied;BL-07;Organisation;Alternative für Deutschland;16954
2017-09828;2017;198;Ahrweiler;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;40944
2017-09832;2017;198;Ahrweiler;BL-07;Organisation;Freie Demokratische Partei;12981
2017-09829;2017;198;Ahrweiler;BL-07;Organisation;DIE LINKE;6790
2017-09831;2017;198;Ahrweiler;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09827;2017;198;Ahrweiler;BL-07;Organisation;Christlich Demokratische Union Deutschlands;64006
2017-09830;2017;198;Ahrweiler;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;8616
2017-09833;2017;198;Ahrweiler;BL-07;Organisation;Alternative für Deutschland;13105
2017-09875;2017;199;Koblenz;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;42777
2017-09879;2017;199;Koblenz;BL-07;Organisation;Freie Demokratische Partei;9732
2017-09876;2017;199;Koblenz;BL-07;Organisation;DIE LINKE;7693
2017-09878;2017;199;Koblenz;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09874;2017;199;Koblenz;BL-07;Organisation;Christlich Demokratische Union Deutschlands;61594
2017-09877;2017;199;Koblenz;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;9273
2017-09880;2017;199;Koblenz;BL-07;Organisation;Alternative für Deutschland;12153
2017-09922;2017;200;Mosel/Rhein-Hunsrück;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;33477
2017-09926;2017;200;Mosel/Rhein-Hunsrück;BL-07;Organisation;Freie Demokratische Partei;11544
2017-09923;2017;200;Mosel/Rhein-Hunsrück;BL-07;Organisation;DIE LINKE;7040
2017-09925;2017;200;Mosel/Rhein-Hunsrück;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09921;2017;200;Mosel/Rhein-Hunsrück;BL-07;Organisation;Christlich Demokratische Union Deutschlands;58596
2017-09924;2017;200;Mosel/Rhein-Hunsrück;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;6465
2017-09927;2017;200;Mosel/Rhein-Hunsrück;BL-07;Organisation;Alternative für Deutschland;10834
2017-09969;2017;201;Kreuznach;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;43373
2017-09973;2017;201;Kreuznach;BL-07;Organisation;Freie Demokratische Partei;9342
2017-09970;2017;201;Kreuznach;BL-07;Organisation;DIE LINKE;7610
2017-09972;2017;201;Kreuznach;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-09968;2017;201;Kreuznach;BL-07;Organisation;Christlich Demokratische Union Deutschlands;50975
2017-09971;2017;201;Kreuznach;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;6750
2017-09974;2017;201;Kreuznach;BL-07;Organisation;Alternative für Deutschland;14914
2017-10016;2017;202;Bitburg;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;32017
2017-10020;2017;202;Bitburg;BL-07;Organisation;Freie Demokratische Partei;8703
2017-10017;2017;202;Bitburg;BL-07;Organisation;DIE LINKE;6786
2017-10019;2017;202;Bitburg;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10015;2017;202;Bitburg;BL-07;Organisation;Christlich Demokratische Union Deutschlands;63719
2017-10018;2017;202;Bitburg;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;0
2017-10021;2017;202;Bitburg;BL-07;Organisation;Alternative für Deutschland;8840
2017-10063;2017;203;Trier;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;50283
2017-10067;2017;203;Trier;BL-07;Organisation;Freie Demokratische Partei;7910
2017-10064;2017;203;Trier;BL-07;Organisation;DIE LINKE;9842
2017-10066;2017;203;Trier;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10062;2017;203;Trier;BL-07;Organisation;Christlich Demokratische Union Deutschlands;56611
2017-10065;2017;203;Trier;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;9645
2017-10068;2017;203;Trier;BL-07;Organisation;Alternative für Deutschland;10414
2017-10110;2017;204;Montabaur;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;47312
2017-10114;2017;204;Montabaur;BL-07;Organisation;Freie Demokratische Partei;14543
2017-10111;2017;204;Montabaur;BL-07;Organisation;DIE LINKE;11098
2017-10113;2017;204;Montabaur;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10109;2017;204;Montabaur;BL-07;Organisation;Christlich Demokratische Union Deutschlands;68727
2017-10112;2017;204;Montabaur;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;8225
2017-10115;2017;204;Montabaur;BL-07;Organisation;Alternative für Deutschland;0
2017-10157;2017;205;Mainz;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;56184
2017-10161;2017;205;Mainz;BL-07;Organisation;Freie Demokratische Partei;13813
2017-10158;2017;205;Mainz;BL-07;Organisation;DIE LINKE;12904
2017-10160;2017;205;Mainz;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10156;2017;205;Mainz;BL-07;Organisation;Christlich Demokratische Union Deutschlands;71535
2017-10159;2017;205;Mainz;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;21685
2017-10162;2017;205;Mainz;BL-07;Organisation;Alternative für Deutschland;14542
2017-10204;2017;206;Worms;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;44569
2017-10208;2017;206;Worms;BL-07;Organisation;Freie Demokratische Partei;10058
2017-10205;2017;206;Worms;BL-07;Organisation;DIE LINKE;8539
2017-10207;2017;206;Worms;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10203;2017;206;Worms;BL-07;Organisation;Christlich Demokratische Union Deutschlands;68685
2017-10206;2017;206;Worms;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;11280
2017-10209;2017;206;Worms;BL-07;Organisation;Alternative für Deutschland;18902
2017-10251;2017;207;Ludwigshafen/Frankenthal;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;50740
2017-10255;2017;207;Ludwigshafen/Frankenthal;BL-07;Organisation;Freie Demokratische Partei;11910
2017-10252;2017;207;Ludwigshafen/Frankenthal;BL-07;Organisation;DIE LINKE;8979
2017-10254;2017;207;Ludwigshafen/Frankenthal;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10250;2017;207;Ludwigshafen/Frankenthal;BL-07;Organisation;Christlich Demokratische Union Deutschlands;51168
2017-10253;2017;207;Ludwigshafen/Frankenthal;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;8700
2017-10256;2017;207;Ludwigshafen/Frankenthal;BL-07;Organisation;Alternative für Deutschland;23109
2017-10298;2017;208;Neustadt – Speyer;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;44032
2017-10302;2017;208;Neustadt – Speyer;BL-07;Organisation;Freie Demokratische Partei;11734
2017-10299;2017;208;Neustadt – Speyer;BL-07;Organisation;DIE LINKE;8207
2017-10301;2017;208;Neustadt – Speyer;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10297;2017;208;Neustadt – Speyer;BL-07;Organisation;Christlich Demokratische Union Deutschlands;69504
2017-10300;2017;208;Neustadt – Speyer;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;13156
2017-10303;2017;208;Neustadt – Speyer;BL-07;Organisation;Alternative für Deutschland;20593
2017-10345;2017;209;Kaiserslautern;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;57482
2017-10349;2017;209;Kaiserslautern;BL-07;Organisation;Freie Demokratische Partei;9256
2017-10346;2017;209;Kaiserslautern;BL-07;Organisation;DIE LINKE;12277
2017-10348;2017;209;Kaiserslautern;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10344;2017;209;Kaiserslautern;BL-07;Organisation;Christlich Demokratische Union Deutschlands;53022
2017-10347;2017;209;Kaiserslautern;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;8618
2017-10350;2017;209;Kaiserslautern;BL-07;Organisation;Alternative für Deutschland;21378
2017-10392;2017;210;Pirmasens;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;38028
2017-10396;2017;210;Pirmasens;BL-07;Organisation;Freie Demokratische Partei;8846
2017-10393;2017;210;Pirmasens;BL-07;Organisation;DIE LINKE;8019
2017-10395;2017;210;Pirmasens;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10391;2017;210;Pirmasens;BL-07;Organisation;Christlich Demokratische Union Deutschlands;48719
2017-10394;2017;210;Pirmasens;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;5544
2017-10397;2017;210;Pirmasens;BL-07;Organisation;Alternative für Deutschland;16989
2017-10439;2017;211;Südpfalz;BL-07;Organisation;Sozialdemokratische Partei Deutschlands;44224
2017-10443;2017;211;Südpfalz;BL-07;Organisation;Freie Demokratische Partei;10209
2017-10440;2017;211;Südpfalz;BL-07;Organisation;DIE LINKE;8018
2017-10442;2017;211;Südpfalz;BL-07;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-10438;2017;211;Südpfalz;BL-07;Organisation;Christlich Demokratische Union Deutschlands;68588
2017-10441;2017;211;Südpfalz;BL-07;Organisation;BÜNDNIS 90/DIE GRÜNEN;13500
2017-10444;2017;211;Südpfalz;BL-07;Organisation;Alternative für Deutschland;20932
2017-10533;2017;212;Altötting;BL-09;Organisation;Sozialdemokratische Partei Deutschlands;15479
2017-10537;2017;212;Altötting;BL-09;Organisation;Freie Demokratische Partei;7070
2017-10534;2017;212;Altötting;BL-09;Organisation;DIE LINKE;6060
2017-10536;2017;212;Altötting;BL-09;Organisation;Christlich-Soziale Union in Bayern e.V.;68435
2017-10532;2017;212;Altötting;BL-09;Organisation;Christlich Demokratische Union Deutschlands;0
2017-10535;2017;212;Altötting;BL-09;Organisation;BÜNDNIS 90/DIE GRÜNEN;7584
2017-10538;2017;212;Altötting;BL-09;Organisation;Alternative für Deutschland;16486
2017-10580;2017;213;Erding – Ebersberg;BL-09;Organisation;Sozialdemokratische Partei Deutschlands;24131
2017-10584;2017;213;Erding – Ebersberg;BL-09;Organisation;Freie Demokratische Partei;11889
2017-10581;2017;213;Erding – Ebersberg;BL-09;Organisation;DIE LINKE;6418
2017-10583;2017;213;Erding – Ebersberg;BL-09;Organisation;Christlich-Soziale Union in Bayern e.V.;78212
2017-10579;2017;213;Erding – Ebersberg;BL-09;Organisation;Christlich Demokratische Union Deutschlands;0
2017-10582;2017;213;Erding – Ebersberg;BL-09;Organisation;BÜNDNIS 90/DIE GRÜNEN;16607
2017-10585;2017;213;Erding – Ebersberg;BL-09;Organisation;Alternative für Deutschland;16689
2017-10627;2017;214;Freising;BL-09;Organisation;Sozialdemokratische Partei Deutschlands;24916
2017-10631;2017;214;Freising;BL-09;Organisation;Freie Demokratische Partei;13400
2017-10628;2017;214;Freising;BL-09;Organisation;DIE LINKE;9265
2017-10630;2017;214;Freising;BL-09;Organisation;Christlich-Soziale Union in Bayern e.V.;79545
2017-10626;2017;214;Freising;BL-09;Organisation;Christlich Demokratische Union Deutschlands;0
2017-10629;2017;214;Freising;BL-09;Organisation;BÜNDNIS 90/DIE GRÜNEN;17439
2017-10632;2017;214;Freising;BL-09;Organisation;Alternative für Deutschland;23222
2017-10674;2017;215;Fürstenfeldbruck;BL-09;Organisation;Sozialdemokratische Partei Deutschlands;35454
2017-10678;2017;215;Fürstenfeldbruck;BL-09;Organisation;Freie Demokratische Partei;13661
2017-10675;2017;215;Fürstenfeldbruck;BL-09;Organisation;DIE LINKE;7699
2017-10677;2017;215;Fürstenfeldbruck;BL-09;Organisation;Christlich-Soziale Union in Bayern e.V.;82602
2017-10673;2017;215;Fürstenfeldbruck;BL-09;Organisation;Christlich Demokratische Union Deutschlands;0
2017-10676;2017;215;Fürstenfeldbruck;BL-09;Organisation;BÜNDNIS 90/DIE GRÜNEN;17244
2017-10679;2017;215;Fürstenfeldbruck;BL-09;Organisation;Alternative für Deutschland;19352
2017-10721;2017;216;Ingolstadt;BL-09;Organisation;Sozialdemokratische Partei Deutschlands;24799
2017-10725;2017;216;Ingolstadt;BL-09;Organisation;Freie Demokratische Partei;9310
2017-10722;2017;216;Ingolstadt;BL-09;Organisation;DIE LINKE;8817
2017-10724;2017;216;Ingolstadt;BL-09;Organisation;Christlich-Soziale Union in Bayern e.V.;90383
2017-10720;2017;216;Ingolstadt;BL-09;Organisation;Christlich Demokratische Union Deutschlands;0
2017-10723;2017;216;Ingolstadt;BL-09;Organisation;BÜNDNIS 90/DIE GRÜNEN;11515
